gr;"EDMA code";"GR code";Αγγλική Ονομασία;Συντομογραφία;Ελληνική Ονομασία;’λλη Ονομασία;Σχόλια;Ταυτίζεται με;Επείγουσα;Κατηγορία (1,2,3)
12;12.01.03.05;12.01.03.05.001;Lactoferrin;;ΛΑΚΤΟΦΕΡΡΙΝΗ;;;;ΌΧΙ;2
12;12.01.03.06;12.01.03.06.001;Pre-albumin / Transthyretin;;ΤΡΑΝΣΘΥΡΕΤΙΝΗ;ΠΡΟΑΛΒΟΥΜΙΝΗ;Προ-αλβουμίνη ήταν η παλιά ονομασία;;ΌΧΙ;2
12;12.01.03.07;12.01.03.07.001;Retinol Binding Protein;RBP;ΠΡΩΤΕΙΝΗ ΔΕΣΜΕΥΟΥΣΑ ΤΗΝ ΡΕΤΙΝΟΛΗ;;;;ΌΧΙ;2
12;12.01.03.08;12.01.03.08.001;Transferrin;;ΤΡΑΝΣΦΕΡΡΙΝΗ;;;;ΌΧΙ;1
12;12.01.03.09;12.01.03.09.001;Transcobalamin (S);;ΤΡΑΝΣΚΟΒΑΛΑΜΙΝΗ;;;;ΌΧΙ;2
12;12.01.04;12.01.04;Lipoproteins;;ΛΙΠΟΠΡΩΤΕΙΝΕΣ;;;;;s2
12;12.01.04.01;12.01.04.01.001;Apolipoprotein A I;Apo A I;ΑΠΟΛΙΠΟΠΡΩΤΕΙΝΗ Α Ι;;;;ΌΧΙ;1
12;12.01.04.02;12.01.04.02.001;Apolipoprotein A II;Apo A II;ΑΠΟΛΙΠΟΠΡΩΤΕΙΝΗ Α ΙΙ;;;;ΌΧΙ;1
12;12.01.04.03;12.01.04.03.001;Apolipoprotein B;Apo B;ΑΠΟΛΙΠΟΠΡΩΤΕΙΝΗ Β;;;;ΌΧΙ;1
12;12.01.04.11;12.01.04.11.001;Apolipoprotein E ;Apo E;ΑΠΟΛΙΠΟΠΡΩΤΕΙΝΗ Ε;;;;ΌΧΙ;2
12;12.01.04.21;12.01.04.21.001;Lipoprotein (a);LP(a);ΛΙΠΟΠΡΩΤΕΙΝΗ (a);;;;ΌΧΙ;1
12;12.01.90;12.01.90;Other Specific Proteins;;ΑΛΛΕΣ ΕΙΔΙΚΕΣ ΠΡΩΤΕΙΝΕΣ;;;;;s2
12;12.01.90.01;12.01.90.01.001;a1-Acid Glycoprotein (Orosomucoid );AGP;α1 ΟΞΙΝΗ ΓΛΥΚΟΠΡΩΤΕΙΝΗ;;;;ΌΧΙ;3
12;12.01.90.02;12.01.90.02.001;a1-Antitrypsin (Protease inhibitor );AAT;α1-ΑΝΤΙΘΡΥΨΙΝΗ ;;;;ΌΧΙ;2
12;12.01.90.03;12.01.90.03.001;a2-Macroglobulin;A2M;α2-ΜΑΚΡΟΣΦΑΙΡΙΝΗ;;;;ΌΧΙ;2
12;12.01.90.04;12.01.90.04.001;a1-Microglobulin;A1M;α1-ΜΙΚΡΟΣΦΑΙΡΙΝΗ;;;;ΌΧΙ;2
12;12.01.90.05;12.01.90.05.001;Fibronectin;;ΦΙΒΡΟΝΕΚΤΙΝΗ;;;;ΌΧΙ;2
12;12.01.90.09;12.01.90.09.001;Cystatin C;;ΚΥΣΤΑΤΙΝΗ C;ΣΥΣΤΑΤΙΝΗ C;;;ΌΧΙ;1
12;12.03;12.03;Tumour Markers;;ΝΕΟΠΛΑΣΜΑΤΙΚΟΙ ΔΕΙΚΤΕΣ;;;;;s1
12;12.03.01;12.03.01;Cancer Antigens;;ΚΑΡΚΙΝΙΚΑ ΑΝΤΙΓΟΝΑ;;;;;s2
12;12.03.01.01;12.03.01.01.001;Bladder Tissue Antigen;BTA;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΕΩΣ;;μέτρηση σε ούρα;;;3
12;12.03.01.02;12.03.01.02.001;Cancer Antigen 15-3;CA 15-3;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 15-3;;ορός;;ΌΧΙ;1
12;12.03.01.03;12.03.01.03.001;Cancer Antigen 19-9;CA 19-9;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 19-9;;ορός-Δεν εκφράζεται σε άτομα Le-a-b;;ΌΧΙ;1
12;12.03.01.04;12.03.01.04.001;Cancer Antigen 50;CA 50;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 50;;ορός-Πρόδρομο μόριο του CA 19-9, Εκφράζεται σε άτομα Le-a-b;;ΌΧΙ;2
12;12.03.01.05;12.03.01.05.001;Cancer Antigen 72-4;CA 72-4;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 72-4;;ορός;;ΌΧΙ;3
12;12.03.01.06;12.03.01.06.001;Cancer Antigen 125;CA 125;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ 125;;ορός;;ΌΧΙ;1
12;12.03.01.20;12.03.01.20.001;CYFRA 21-1;CYFRA 21-1;ΚΥΤΤΑΡΟΚΕΡΑΤΙΝΗ 19 (CK 19);;ορός;;ΌΧΙ;2
12;12.03.01.21;12.03.01.21.001;Human Epididymis Protein 4;HE-4;ΠΡΩΤΕΙΝΗ 4 ΤΗΣ ΑΝΘΡΩΠΙΝΗΣ ΕΠΙΔΙΔΥΜΙΔΟΣ;;ορός, ειδικοτερο του CA 125 για CA ωοθηκών;;;2
12;12.03.01.31;12.03.01.31.001;Carcinoembryonic Antigen;CEA;ΚΑΡΚΙΝΟΕΜΒΡΥΙΚΟ ΑΝΤΙΓΟΝΟ;;ορός;;ΌΧΙ;1
12;12.03.01.32;12.03.01.32.001;Total Prostatic Specific Antigen ;tPSA;ΟΛΙΚΟ ΕΙΔΙΚΟ ΠΡΟΣΤΑΤΙΚΟ ΑΝΤΙΓΟΝΟ;;ορός;;ΌΧΙ;1
12;12.03.01.33;12.03.01.33.001;Free Prostatic Specific Antigen ;fPSA;ΕΛΕΥΘΕΡΟ ΕΙΔΙΚΟ ΠΡΟΣΤΑΤΙΚΟ ΑΝΤΙΓΟΝΟ;;ορός;;ΌΧΙ;1
12;12.03.01.35;12.03.01.35.001;Squamous Cell Carcinoma Antigen;SCC;ΑΝΤΙΓΟΝΟ ΕΚ ΚΑΡΚΙΝΩΜΑΤΟΣ ΠΛΑΚΩΔΩΝ ΚΥΤΤΑΡΩΝ;;ορός;;;2
12;12.03.01.36;12.03.01.36.001;Tumor Polypeptide Antigen (TPA - incl. TPS);TPA;ΠΟΛΥΠΕΠΤΙΔΙΚΟ ΑΝΤΙΓΟΝΟ ΙΣΤΩΝ (ΚΥΤΤΑΡΟΚΕΡΑΤΙΝΕΣ CK8,18,19);;ορός/ανοσοχημικός αναλυτής;;ΌΧΙ;3
12;12.03.01.37;12.03.01.37.001;Prostatic Acid Phosphatase;PAP;ΟΞΙΝΗ ΠΡΟΣΤΑΤΙΚΗ ΦΩΣΦΑΤΑΣΗ (ΜΑΖΑ);;ορός,  μέτρηση με ανοσοχημική μέθοδο, όχι ενεργότητα;;ΌΧΙ;2
12;12.03.01.38;12.03.01.38.001;Pro-Gastrin-Releasing Peptide;Pro-GRP;ΠΕΠΤΙΔΙΟ ΑΠΕΛΕΥΘΕΡΩΣΗΣ ΠΡΟ-ΓΑΣΤΡΙΝΗΣ;;CA Νευροενδοκρινούς προέλευσης ΔΕΝ επηρεάζεται από αιμόλυση, επηρεάζεται από νεφρική ανεπάρκεια;;ΌΧΙ;2
12;12.03.02;12.03.02;Receptor Assays;;ΕΞΕΤΑΣΕΙΣ ΥΠΟΔΟΧΕΩΝ;;;;;s2
12;12.03.02.01;12.03.02.01.001;Estrogen Receptor Assays;ER;ΥΠΟΔΟΧΕΑΣ ΟΙΣΤΡΟΓΟΝΩΝ;;ιιστικο εκχύλισμα;;ΌΧΙ;2
12;12.03.02.02;12.03.02.02.001;Progesterone Receptor Assays;PR;ΥΠΟΔΟΧΕΑΣ ΠΡΟΓΕΣΤΕΡΟΝΗΣ;;ιιστικο εκχύλισμα;;ΌΧΙ;2
12;12.03.03;12.03.03;Oncoproteins;;ΟΓΚΟΠΡΩΤΕΙΝΕΣ;;;;;s2
12;12.03.03.01;12.03.03.01.001;HER-2/neu;HER-2/neu;ΟΓΚΟΠΡΩΤΕΙΝΗ HER-2/NEU;;ορός/Elisa/Ανοσοχημικός αναλυτής;;ΌΧΙ;2
12;12.03.03.02;12.03.03.02.001;p53;p53;ΟΓΚΟΚΑΤΑΣΤΑΛΤΙΚΗ ΠΡΩΤΕΙΝΗ P53;;ορός/Elisa/Ανοσοχημικός αναλυτής;;ΌΧΙ;2
12;12.03.90;12.03.90;Other Tumour Markers;;ΑΛΛΟΙ ΝΕΟΠΛΑΣΜΑΤΙΚΟΙ ΔΕΙΚΤΕΣ;;;; ;s2
12;12.03.90.01;12.03.90.01.001;Alphafetoprotein;AFP;Α-ΕΜΒΡΥΪΚΗ ΣΦΑΙΡΙΝΗ;;ορός/ούρα/ ανοσοχημικός αναλυτής;;ΌΧΙ;1
12;12.03.90.02;12.03.90.02.001;Beta2-Microglobulin;?2-M;Β2 ΜΙΚΡΟΣΦΑΙΡΙΝΗ;;ορός/ούρα/ ανοσοχημικός αναλυτής;;ΌΧΙ;2
12;12.03.90.03;12.03.90.03.001;Cathepsin-D;;ΚΑΘΕΨΙΝΗ D;;;; ;3
12;12.03.90.05;12.03.90.05.001;5-Hydroxyindoleacetic acid;5-HIAA;5-ΥΔΡΟΞΥ ΙΝΔΟΛΟΞΙΚΟ ΟΞΥ;;ούρα;;ΌΧΙ;3
12;12.03.90.06;12.03.90.06.001;Human Placenta Like Alkaline Phosphatase;hPLAP;ΠΛΑΚΟΥΝΤΙΑΚΗ ΑΛΚΑΛΙΚΗ ΦΩΣΦΑΤΑΣΗ;;ορός/ηλεκτροφόρηση;;ΌΧΙ;3
12;12.03.90.08;12.03.90.08.001;Neuron Specific Enolase;NSE;ΕΙΔΙΚΗ ΝΕΥΡΩΝΙΚΗ ΕΝΟΛΑΣΗ;;CA Νευροενδοκρινούς προέλευσης/Επηρεάζεται σημαντικά από αιμόλυση;;ΌΧΙ;2
12;12.03.90.12;12.03.90.12.001;Thymidine Kinase;TK;ΚΙΝΑΣΗ ΘΥΜΙΔΙΝΗΣ;;ορός/ανοσοχημικός αναλυτής;;ΌΧΙ;2
12;12.03.90.16;12.03.90.16.001;Matrix-Metalloproteinase-2;MMP-2;ΜΕΤΑΛΛΟΠΡΩΤΕΙΝΑΣΗ ΕΞΩΚΥΤΤΑΡΙΑΣ ΟΥΣΙΑΣ-2;ΜΕΤΑΛΛΟΠΡΩΤΕΙΝΑΣΗ ΥΠΟΣΤΡΩΜΑΤΟΣ-2;;;ΌΧΙ;3
12;12.03.90.16;12.03.90.16.002;Matrix-Metalloproteinase-9;MMP-9;ΜΕΤΑΛΛΟΠΡΩΤΕΙΝΑΣΗ ΕΞΩΚΥΤΤΑΡΙΑΣ ΟΥΣΙΑΣ-9;ΜΕΤΑΛΛΟΠΡΩΤΕΙΝΑΣΗ ΥΠΟΣΤΡΩΜΑΤΟΣ-3;;;ΌΧΙ;3
12;12.03.90.17;12.03.90.17.001;Serotonine;;ΣΕΡΟΤΟΝΙΝΗ;;ουρα, καρκινοειδείς όγκοι μέτριας αύξησης σεροτονίνης;;ΌΧΙ;3
12;12.03.90.18;12.03.90.18.001;Protein S-100 B;S-100B;ΠΡΩΤΕΙΝΗ S100-B;;ορός/ΕΝΥ/ανοσοχημικός αναλυτής;;ΌΧΙ;2
12;12.03.90.20;12.03.90.20.001;Chromogranin A;;ΧΡΩΜΟΓΡΑΝΙΝΗ-Α;;CA Νευροενδοκρινούς προέλευσης/ανοσοχημικός αναλυτής;;ΌΧΙ;3
12;12.03.90.90;12.03.90.90.001;Tumor M2 Pyruvate Kinase;Tumor M2-PK;ΚΑΡΚΙΝΙΚΟ ΔΙΜΕΡΕΣ ΠΥΡΟΥΒΙΚΗΣ ΚΙΝΑΣΗΣ;;πλάσμα;;ΌΧΙ;3
12;12.04;12.04;Thyroid Function Hormones;;ΟΡΜΟΝΕΣ ΤΟΥ ΘΥΡΕΟΕΙΔΟΥΣ;;;;;s1
12;12.04.01;12.04.01;Thyroid Function Hormones;;ΟΡΜΟΝΕΣ ΤΟΥ ΘΥΡΕΟΕΙΔΟΥΣ;;;;;s2
12;12.04.01.01;12.04.01.01.001;Free Triiodothyronine;FT3;ΕΛΕΥΘΕΡΗ ΤΡΙΙΩΔΟΘΥΡΟΝΙΝΗ;;;;ΌΧΙ;1
12;12.04.01.02;12.04.01.02.001;Free Thyroxine;FT4;ΕΛΕΥΘΕΡΗ ΘΥΡΟΞΙΝΗ;;;;ΌΧΙ;1
12;12.04.01.04;12.04.01.04.001;Reverse Triiodothyronine;Rev T3;ΑΝΑΣΤΡΟΦΗ ΤΡΙΙΩΔΟΘΥΡΟΝΙΝΗ;ΑΝΑΣΤΡΟΦΗ Τ3;;;ΌΧΙ;2
12;12.04.01.05;12.04.01.05.001;Triiodothyronine;T3;ΤΡΙΙΩΔΟΘΥΡΟΝΙΝΗ;;;;ΌΧΙ;1
12;12.04.01.06;12.04.01.06.001;T- Uptake ;T3-U;Τ3-ΠΡΟΣΛΗΨΗ;;Δεν χρειάζεται;;ΌΧΙ;3
12;12.04.01.07;12.04.01.07.001;Thyroxine;T4;ΘΥΡΟΞΙΝΗ;;;;ΌΧΙ;1
12;12.04.01.08;12.04.01.08.001;Thyroglobulin;TG;ΘΥΡΕΟΣΦΑΙΡΙΝΗ;;;;ΌΧΙ;1
12;12.04.01.09;12.04.01.09.001;Thyroid binding globulin;TBG;ΘΥΡΕΟΔΕΣΜΕΥΤΙΚΗ ΣΦΑΙΡΙΝΗ;ΣΦΑΙΡΙΝΗ ΔΕΣΜΕΥΟΥΣΑ ΤΙΣ ΟΡΜΟΝΕΣ ΤΟΥ ΘΥΡΕΟΕΙΔΟΥΣ;;;ΌΧΙ;2
12;12.04.01.11;12.04.01.11.001;Thyroid Stimulating Hormone;TSH;ΘΥΡΕΟΕΙΔΟΤΡΟΠΟΣ ΟΡΜΟΝΗ;;;;ΌΧΙ;1
12;12.05;12.05;Fertility / Pregnancy Hormones / Proteins;;ΟΡΜΟΝΕΣ/ΠΡΩΤΕΙΝΕΣ ΚΥΗΣΗΣ/ΓΟΝΙΜΟΤΗΤΑΣ;;;;;s1
12;12.05.01;12.05.01;Fertility Function Hormones / Proteins;;ΟΡΜΟΝΕΣ/ΠΡΩΤΕΙΝΕΣ ΓΟΝΙΜΟΤΗΤΑΣ;;;;;s2
12;12.05.01.01;12.05.01.01.001;Androstenedione;Δ4Α;ΑΝΔΡΟΣΤΕΝΔΙΟΝΗ;;;;ΌΧΙ;2
12;12.05.01.02;12.05.01.02.001;Dehydro-epiandrosterone Sulphate ;DHEAS ή DHEA-SO4;ΘΕΙΙΚΗ ΔΙΫΔΡΟΕΠΙΑΝΔΡΟΣΤΕΡΟΝΗ;;Τα περισσότερα kits προσδιορίζουν (DHEAS/DHEA);;ΌΧΙ;2
12;12.05.01.02;12.05.01.02.002;Dehydro-epiandrosterone ;DHEA;ΔΙΫΔΡΟΕΠΙΑΝΔΡΟΣΤΕΡΟΝΗ;;;;ΌΧΙ;2
12;12.05.01.03;12.05.01.03.001;Estradiol;E2 ή O2;ΟΙΣΤΡΑΔΙΟΛΗ;;;;ΌΧΙ;1
12;12.05.01.04;12.05.01.04.001;Follicle Stimulating Hormone;FSH;ΘΥΛΑΚΙΟΤΡΟΠΟΣ ΟΡΜΟΝΗ;;;;ΌΧΙ;1
12;12.05.01.05;12.05.01.05.001;Luteinising Hormone;LH;ΩΧΡΙΝΟΤΡΟΠΟΣ ΟΡΜΟΝΗ;;;;ΌΧΙ;1
12;12.05.01.06;12.05.01.06.001;Progesterone;PRG ή P;ΠΡΟΓΕΣΤΕΡΟΝΗ;;;;ΌΧΙ;1
12;12.05.01.07;12.05.01.07.001;17 OH Progesterone;17OHP;17 ΥΔΡΟΞΥ-ΠΡΟΓΕΣΤΕΡΟΝΗ;;;;ΌΧΙ;2
12;12.05.01.08;12.05.01.08.001;Prolactin;PRL;ΠΡΟΛΑΚΤΙΝΗ;;;;ΌΧΙ;1
12;12.05.01.09;12.05.01.09.001;Sex Hormone Binding Globulin;SHBG;ΣΦΑΙΡΙΝΗ ΔΕΣΜΕΥΟΥΣΑ ΤΙΣ ΟΡΜΟΝΕΣ ΤΟΥ ΦΥΛΟΥ;;;;ΌΧΙ;2
12;12.05.01.10;12.05.01.10.001;Testosterone ;T ή Testo;ΤΕΣΤΟΣΤΕΡΟΝΗ (ΟΛΙΚΗ);;Αναφέρεται στην ολική και ελεύθερη Τεστοστερόνη;;ΌΧΙ;1
12;12.05.01.10;12.05.01.10.002;Testosterone Free;FTesto;ΕΛΕΥΘΕΡΗ ΤΕΣΤΟΣΤΕΡΟΝΗ;;Αναφέρεται μόνο στην ελεύθερη Τεστοστερόνη;;ΌΧΙ;1
12;12.05.01.11;12.05.01.11.001;Androsterone;;ΑΝΔΡΟΣΤΕΡΟΝΗ;;;;ΌΧΙ;3
12;12.05.01.12;12.05.01.12.001;Androstanediol-Glucuronide;3a-diol G;ΓΛΥΚΟΥΡΟΝΙΔΙΟ ΤΗΣ ΑΝΔΡΟΣΤΕΝΔΙΟΛΗΣ;3A-Androstanediol-Glucuronide;;;ΌΧΙ;3
12;12.05.01.14;12.05.01.14.001;11-Desoxycortisol;;11-ΔΕΣΟΞΥ ΚΟΡΤΙΖΟΛΗ;;;;ΌΧΙ;3
12;12.05.01.15;12.05.01.15.001;Corticosteron;;ΚΟΡΤΙΚΟΣΤΕΡΟΝΗ;;;;ΌΧΙ;2
12;12.05.02;12.05.02;Pregnancy Testing Hormones / Proteins;;ΟΡΜΟΝΕΣ/ΠΡΩΤΕΙΝΕΣ ΚΥΗΣΗΣ;;;;;s2
12;12.05.02.01;12.05.02.01.001;Alpha2-Pregnancy Associated Glycoprotein;a2-PAG;α2 ΓΛΥΚΟΠΡΩΤΕΙΝΗ ΣΧΕΤΙΖΟΜΕΝΗ ΜΕ ΚΥΗΣΗ;;;;ΌΧΙ;3
12;12.05.02.02;12.05.02.02.001;Estriol;E3 ή TE3;ΟΛΙΚΗ ΟΙΣΤΡΙΟΛΗ;;;;ΌΧΙ;3
12;12.05.02.03;12.05.02.03.001;Unconjugated (free) Estriol;uE3 ή FE3;ΑΣΥΖΕΥΚΤΗ ΟΙΣΤΡΙΟΛΗ;ΕΛΕΥΘΕΡΗ ΟΙΣΤΡΙΟΛΗ;;;ΌΧΙ;3
12;12.05.02.04;12.05.02.04.001;Estrone;E1;ΟΙΣΤΡΟΝΗ;;;;ΌΧΙ;3
12;12.05.02.05;12.05.02.05.001;Human Chorionic Gonadotropin (intact);hCG ή HCG;ΧΟΡΙΑΚΗ ΓΟΝΑΔΟΤΡΟΠΙΝΗ;;;;ΝΑΙ;1
12;12.05.02.07;12.05.02.07.001;Human Placental Lactogen;HPL;ΠΛΑΚΟΥΝΤΙΑΚΟ ΓΑΛΑΚΤΟΓΟΝΟ;;;;ΌΧΙ;3
12;12.05.02.08;12.05.02.08.001;Pregnancy Specific B1 -glycoprotein;SP1;ΕΙΔΙΚΗ β1 ΓΛΥΚΟΠΡΩΤΕΙΝΗ ΤΗΣ ΚΥΗΣΗΣ;;;;ΌΧΙ;3
12;12.05.02.10;12.05.02.10.001;Pregnancy associated Plasma Protein-A;PAPP-A;ΣΧΕΤΙΖΟΜΕΝΗ ΜΕ ΤΗΝ ΚΥΗΣΗ ΠΡΩΤΕΙΝΗ Α ΤΟΥ ΠΛΑΣΜΑΤΟΣ;;Δείκτης για το προγεννητικό έλεγχο του συνδρόμου Down;;ΌΧΙ;2
12;12.05.02.11;12.05.02.11.001;Placental Growth Factor (Pre-eclampsia);PLGF ή PlGF;ΠΛΑΚΟΥΝΤΙΑΚΟΣ ΑΥΞΗΤΙΚΟΣ ΠΑΡΑΓΩΝ;;Δείκτης για Pre-eclampsia;;ΌΧΙ;3
12;12.05.02.12;12.05.02.12.001;Soluble fms-like tyrosine kinase-1;sFlt-1;ΔΙΑΛΥΤΟΣ ΥΠΟΔΟΧΕΑΣ ΤΟΥ ΑΓΓΕΙΑΚΟΥ ΕΝΔΟΘΗΛΙΑΚΟΥ ΑΥΞΗΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ;sVEGFR-1;Δείκτης για Pre-eclampsia;;ΌΧΙ;3
12;12.05.02.13;12.05.02.13.001;Free Beta Human Chorionic Gonadotropin;fbHCG;ΕΛΕΥΘΕΡΗ β-ΥΠΟΜΟΝΑΔΑ ΤΗΣ ΧΟΡΙΑΚΗΣ ΓΟΝΑΔΟΤΡΟΠΙΝΗΣ;;Δείκτης για το προγεννητικό έλεγχο του συνδρόμου Down. Αναφέρεται μόνο στην ελευθερη β-υπομονάδα;;ΌΧΙ;2
12;12.05.02.14;12.05.02.14.001;Inhibin A;InhA;ΑΝΑΣΤΑΛΤΙΝΗ Α;;Δείκτης για τον προγεννητικό έλεγχο (Prenatal Screening);;ΌΧΙ;3
12;12.05.02.14;12.05.02.14.002;Inhibin B;InhB;ΑΝΑΣΤΑΛΤΙΝΗ Β;;Συνήθως προσδιορίζεται εκτός κύησης;;ΌΧΙ;3
12;12.05.02.16;12.05.02.16.001;Anti-M?llerian Hormone;AMH;ΑΝΤΙ-ΜΥΛΛΕΡΙΑΝΗ ΟΡΜΟΝΗ;MIF (MULLERIAN INHIBITING FACTOR);;;ΌΧΙ;3
12;12.06;12.06;Individual and Specified Hormones / Proteins;;ΕΙΔΙΚΕΣ ΟΡΜΟΝΕΣ/ΠΡΩΤΕΙΝΕΣ;;;;;s1
12;12.06.01;12.06.01;Diabetes Assays;;ΕΞΕΤΑΣΕΙΣ ΔΙΑΒΗΤΗ;;;;;s2
12;12.06.01.01;12.06.01.01.001;C-Peptide;;ΠΕΠΤΙΔΙΟ C;;;;ΌΧΙ;2
12;12.06.01.02;12.06.01.02.001;Glucagon;;ΓΛΥΚΑΓΟΝΗ;;;;ΌΧΙ;3
12;12.06.01.03;12.06.01.03.001;Insulin;;ΙΝΣΟΥΛΙΝΗ;;;;ΌΧΙ;1
12;12.06.01.04;12.06.01.04.001;Insulin Antibody;IAAbs;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΤΙ ΙΝΣΟΥΛΙΝΗΣ;;;;ΌΧΙ;3
12;12.06.01.05;12.06.01.05.001;GAD II Antibodies and other ICA;CADAbs;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΑΠΟΚΑΡΒΟΞΥΛΑΣΗΣ ΤΟΥ ΓΛΟΥΤΑΜΙΝΙΚΟΥ ΟΞΕΟΣ;;;;ΌΧΙ;3
12;12.06.01.08;12.06.01.08.001;Proinsulin;;ΠΡΟ-ΙΝΣΟΥΛΙΝΗ;;;;ΌΧΙ;3
12;12.06.01.09;12.06.01.09.001;Islet Cell Ab;ICAbs;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΝΗΣΙΔΙΩΝ ΠΑΓΚΡΕΑΤΟΣ;;;;ΌΧΙ;3
12;12.06.01.90;12.06.01.90.001;ANTIDIURETIC HORMONE;ADH;ΑΝΤΙΔΙΟΥΡΗΤΙΚΗ ΟΡΜΟΝΗ;ΒΑΣΟΠΡΕΣΣΙΝΗ;ΟΡΟΣ/ΟΥΡΑ;;;
12;12.06.02;12.06.02;Renal Metabolism Assays;;ΕΞΕΤΑΣΕΙΣ ΕΛΕΓΧΟΥ ΝΕΦΡΙΚΟΥ ΜΕΤΑΒΟΛΙΣΜΟΥ;;;;;s2
12;12.06.02.01;12.06.02.01.001;Aldosterone;;ΑΛΔΟΣΤΕΡΟΝΗ;;;;ΌΧΙ;3
12;12.06.02.02;12.06.02.02.001;Angiotensin I / II;;ΑΓΓΕΙΟΤΑΣΙΝΗ Ι / ΙΙ;ΑΓΓΕΙΟΤΕΝΣΙΝΗ Ι / ΙΙ;Αναφέρεται σε kits που προσδιορίζουν Αγγειοτενσίνη είτε Ι είτε ΙΙ είτε και τα δύο;;ΌΧΙ;3
12;12.06.02.03;12.06.02.03.001;Angiotensin Converting Enzyme;ACE;ΜΕΤΑΤΡΕΠΤΙΚΟ ΕΝΖΥΜΟ ΑΓΓΕΙΟΤΑΣΙΝΗΣ;ΜΕΤΑΤΡΕΠΤΙΚΟ ΕΝΖΥΜΟ ΑΓΓΕΙΟΤΕΝΣΙΝΗΣ;;;ΌΧΙ;3
12;12.06.02.04;12.06.02.04.001;Cortisol;F;ΚΟΡΤΙΖΟΛΗ;;;;ΌΧΙ;1
12;12.06.02.05;12.06.02.05.001;Renine  (Plasma Renine Activity);PRA;ΡΕΝΙΝΗ (ΕΝΕΡΓΟΤΗΤΑ ΡΕΝΙΝΗΣ ΠΛΑΣΜΑΤΟΣ);;;;ΌΧΙ;3
12;12.06.02.06;12.06.02.06.001;Renine  Direct;;ΡΕΝΙΝΗ (ΜΑΖΑ);;Αναφέρεται στην μέτρηση του μορίου (όχι ενεργότητα);;ΌΧΙ;3
12;12.06.02.07;12.06.02.07.001;Neutrophil Gelatinase associated Lipocalin;NGAL;ΛΙΠΟΚΑΛΙΝΗ ΣΧΕΤΙΖΟΜΕΝΗ ΜΕ ΤΗΝ ΖΕΛΑΤΙΝΑΣΗ ΤΩΝ ΟΥΔΕΤΕΡΟΦΙΛΩΝ;ΛΙΠΟΚΑΛΙΝΗ 2;Αναφέρεται με την Αγγλική ονομασία ή ως NGAL;;ΌΧΙ;2
12;12.06.03;12.06.03;Bone and Mineral Metabolism Assays;;ΕΞΕΤΑΣΕΙΣ ΕΛΕΓΧΟΥ ΟΣΤΙΚΟΥ ΜΕΤΑΒΟΛΙΣΜΟΥ;;;;;s2
12;12.06.03.01;12.06.03.01.001;Bone Alkaline Phosphatase;BAP;ΟΣΤΙΚΗ ΑΛΚΑΛΙΚΗ ΦΩΣΦΑΤΑΣΗ;;;;;3
12;12.06.03.02;12.06.03.02.001;Calcitonin;;ΚΑΛΣΙΤΟΝΙΝΗ;;;;;2
12;12.06.03.03;12.06.03.03.001;Collagen Type I C-terminal Propeptide;C I CP;ΚΑΡΒΟΞΥΤΕΛΙΚΟ ΠΡΟΠΕΠΤΙΔΙΟ ΤΟΥ ΚΟΛΛΑΓΟΝΟΥ ΤΥΠΟΥ Ι;;;;;3
12;12.06.03.04;12.06.03.04.001;Collagen Type III C-terminal Propeptide;;ΚΑΡΒΟΞΥΤΕΛΙΚΟ ΠΡΟΠΕΠΤΙΔΙΟ ΤΟΥ ΚΟΛΛΑΓΟΝΟΥ ΤΥΠΟΥ ΙΙΙ;;;;;3
12;12.06.03.05;12.06.03.05.001;Cross-Linked C-Telopeptides;CTx;ΔΙΑΣΤΑΥΡΟΥΜΕΝΑ C-ΤΕΛΟΠΕΠΤΙΔΙΑ ΚΟΛΛΑΓΟΝΟΥ;;Ορός-Ούρα;;;2
12;12.06.03.06;12.06.03.06.001;Cross-Linked N-Telopeptides;NTx;ΔΙΑΣΤΑΥΡΟΥΜΕΝΑ Ν-ΤΕΛΟΠΕΠΤΙΔΙΑ ΚΟΛΛΑΓΟΝΟΥ;;Ορός-Ούρα;;;2
12;12.06.03.07;12.06.03.07.001;Cyclic Adenosin Monophosphate;CAMP/cAMP;ΚΥΚΛΙΚΟ ΑΔΕΝΟΣΙΝΟ ΜΟΝΟΦΩΣΦΩΡΙΚΟ ΟΞΥ (AMP);;;;;3
12;12.06.03.08;12.06.03.08.001;Deoxypyridinoline;DPD;ΔΕΣΟΞΥ-ΠΥΡΙΔΙΝΟΛΙΝΗ;;;;;3
